Address,Building Name,Neighborhood,City,Price (Last Known),PPSF,R,Bd,Total Ba,MLS Ba,Full Ba,HBa,Sq Ft,Monthly Fees,Monthly Fees & Taxes,Taxes Per Mo.,MLS Property Type,MLS Property Subtype,Compass Property Type,Status,DOM,Updated Date,Listed Date,Listed Price,Last Asking,Contract Date,Sold Price,Closed Price Verification,Sold Date,Open House,Open House Type,ZIP,Building Size,Lot Size,Outdoor Space,Year Built,Service Level,Building Units,Notes
264 Balcom Ave,264 Balcom Ave,Throgs Neck,Bronx,"$865,000 ",$393 ,,6,1,1,1,,"2,200",,$423 ,$424 ,House/Building/Multi Family/Multi-Family 2-4,All Multi Family/Two Family/Detached,Townhouse/Multi Family,Sold,71,2/29/20,11/7/19,"$899,999 ","$899,999 ",,"$865,000 ","<a href=""http://a836-acris.nyc.gov/DS/DocumentSearch/DocumentDetail?doc_id=2020090801026001"" target=""_blank"">Verified by Public Record</a>",8/28/20,,,10465,20' x 36',"3,200 SF / 32' x 100'",,1925,,1,
"4295 Webster Ave, Unit L3",4295 Webster Ave,Woodlawn Heights,Bronx,"$129,000 ",$184 ,4,1,1,1,1,,700,$602 ,$602 ,,Co-op/Co-Operative,Attached,Co-op,Sold,137,8/31/20,9/12/19,"$139,000 ","$139,000 ",2/26/20,"$129,000 ","<a href=""http://a836-acris.nyc.gov/DS/DocumentSearch/DocumentDetail?doc_id=2020090700017001"" target=""_blank"">Verified by Public Record</a>",8/31/20,,,10470,,,,1957,,80,
"3636 Fieldston Rd, Unit 7R",3636 Fieldston Rd,Fieldston,Bronx,"$165,000 ",$236 ,3,1,1,1,1,,700,$826 ,$826 ,,Co-op/Co-Operative,Attached,Co-op,Sold,,9/9/20,2/28/20,"$170,000 ","$170,000 ",7/1/20,"$165,000 ","<a href=""http://a836-acris.nyc.gov/DS/DocumentSearch/DocumentDetail?doc_id=2020091000383001"" target=""_blank"">Verified by Public Record</a>",8/31/20,,,10463,,,Common Garden,1960,,103,
"205 E 238th St, Unit 1B",205 E 238th St,Woodlawn Heights,Bronx,"$255,000 ",$232 ,5,2,1,1,1,,"1,100",$832 ,$832 ,,Co-op/Co-Operative,Attached,Co-op,Sold,115,9/1/20,2/24/20,"$249,900 ","$249,900 ",6/18/20,"$255,000 ","<a href=""http://a836-acris.nyc.gov/DS/DocumentSearch/DocumentDetail?doc_id=2020090900439001"" target=""_blank"">Verified by Public Record</a>",8/31/20,,,10470,,,,,,,
"2055 McGraw Ave, Unit MB",2055 Mcgraw Ave,Parkchester,Bronx,"$307,000 ",$478 ,,,,,,,642,,,,Condo,,Condo,Sold,,,,,,,"$307,000 ","<a href=""http://a836-acris.nyc.gov/DS/DocumentSearch/DocumentDetail?doc_id=2020091400361002"" target=""_blank"">Public Record Only</a>",8/31/20,,,10462,,,,,,,
5998 Palisade Ave,5998 Palisade Ave,North Riverdale,Bronx,"$1,080,000 ",$432 ,8,4,,2.5,2,1,"2,500",,,,House/Building/Single Family,Detached/Single Family,Townhouse/Single Family,Sold,,9/3/20,1/2/20,"$1,200,000 ","$1,200,000 ",6/9/20,"$1,080,000 ","<a href=""http://a836-acris.nyc.gov/DS/DocumentSearch/DocumentDetail?doc_id=2020090300245001"" target=""_blank"">Verified by Public Record</a>",8/31/20,,,10471,27' x 52',"10,800 SF / 80' x 135'","Private Patio
Private Yard
Common Garden
Common Outdoor Space",1950,,1,
4069 Wilder Ave,4069 Wilder Ave,Edenwald,Bronx,"$625,000 ",$237 ,,4,2,2,2,,"2,633",,$433 ,$433 ,House/Building/Multi Family,All Multi Family/Two Family/Single Family,Townhouse/Multi Family/Single Family,Sold,25,9/1/20,6/30/20,"$629,999 ","$629,999 ",8/28/20,"$625,000 ","<a href=""http://a836-acris.nyc.gov/DS/DocumentSearch/DocumentDetail?doc_id=2020091100414001"" target=""_blank"">Verified by Public Record</a>",8/31/20,,,10466,18.33' x 37',"2,185 SF / 23' x 95'",,1955,,2,
4120 Grace Ave,4120 Grace Ave,Wakefield,Bronx,"$525,000 ",$351 ,8,3,3,2.5,2,1,"1,496",,$384 ,$384 ,House/Building/Single Family,All Multi Family/Two Family,Townhouse/Multi Family/Single Family,Sold,11,8/31/20,6/25/20,"$535,000 ","$535,000 ",7/6/20,"$525,000 ","<a href=""http://a836-acris.nyc.gov/DS/DocumentSearch/DocumentDetail?doc_id=2020090400117002"" target=""_blank"">Verified by Public Record</a>",8/31/20,,,10466,17.5' x 40',"2,375 SF / 25' x 95'","Balcony
Private Patio
Private Outdoor Space",1920,,1,
781 S Oak Dr,781 S Oak Dr,Olinville,Bronx,"$700,000 ",$204 ,,6,2,2,2,,"3,430",,$416 ,$417 ,House/Building/Multi Family/Multi-Family 2-4,All Multi Family/Two Family/Detached/Single Family,Townhouse/Multi Family/Single Family,Sold,245,10/21/20,10/25/19,"$749,000 ","$720,000 ",,"$700,000 ","<a href=""http://a836-acris.nyc.gov/DS/DocumentSearch/DocumentDetail?doc_id=2020091100992001"" target=""_blank"">Verified by Public Record</a>",8/31/20,,,10467,23' x 36',"6,424 SF / 88' x 73'",,1910,,2,
431 Zerega Ave,431 Zerega Ave,Castle Hill,Bronx,"$930,000 ",$307 ,,9,6,6,6,,"3,033",,$592 ,$592 ,House/Building/Multi Family,Three Family/All Multi Family,Townhouse/Multi Family,Sold,13,9/1/20,5/23/20,"$925,000 ","$925,000 ",6/4/20,"$930,000 ","<a href=""http://a836-acris.nyc.gov/DS/DocumentSearch/DocumentDetail?doc_id=2020091701055001"" target=""_blank"">Verified by Public Record</a>",8/31/20,,,10473,23.4' x 43',"3,247 SF / 37.09' x 87.55'",Private Outdoor Space,2001,,3,
963 E 221st St,963 E 221st St,Williamsbridge,Bronx,"$505,000 ",$395 ,5,3,3,3,3,,"1,280",,$375 ,$375 ,House/Building/Single Family,Single Family,Townhouse/Single Family,Sold,28,9/9/20,6/15/20,"$499,000 ","$499,000 ",7/13/20,"$505,000 ","<a href=""http://a836-acris.nyc.gov/DS/DocumentSearch/DocumentDetail?doc_id=2020090800346001"" target=""_blank"">Verified by Public Record</a>",8/31/20,,,10469,20' x 30',"1,988 SF / 20' x 99.42'",,1935,,1,
3813 Laconia Ave,3813 Laconia Ave,Williamsbridge,Bronx,"$522,500 ",$293 ,8,4,3,2.5,2,1,"1,782",,$382 ,$382 ,Townhouse/House/Building,All Multi Family/Two Family/Single Family,Townhouse/Multi Family/Single Family,Sold,28,9/2/20,4/19/20,"$525,000 ","$539,000 ",6/1/20,"$522,500 ","<a href=""http://a836-acris.nyc.gov/DS/DocumentSearch/DocumentDetail?doc_id=2020091501311001"" target=""_blank"">Verified by Public Record</a>",8/31/20,,,10469,18' x 33',"1,800 SF / 18' x 100'",Porch,1955,,1,
2546 Hollers Ave,2546 Hollers Ave,Eastchester,Bronx,"$475,000 ",$278 ,,,,,,,"1,711",,,,House/Building,Single Family/Two Family/All Multi Family,Single Family/Multi Family/Townhouse,Sold,,,,,,,"$475,000 ","<a href=""http://a836-acris.nyc.gov/DS/DocumentSearch/DocumentDetail?doc_id=2020090100528002"" target=""_blank"">Public Record Only</a>",8/31/20,,,10475,19.5' x 48.33',"2,742 SF / 27.42' x 100'",,1963,,1,
1425-1475 Thieriot Ave,1425-1475 Thieriot Ave,Stratton Park,Bronx,"$130,000 ",,,,,,,,,,,,House/Building,Undefined Multi Family/All Multi Family,Multi Family/Townhouse,Sold,,,,,,,"$130,000 ","<a href=""http://a836-acris.nyc.gov/DS/DocumentSearch/DocumentDetail?doc_id=2020090400131001"" target=""_blank"">Public Record Only</a>",8/31/20,,,10460,,,,,,,
"2420 Beaumont Ave, Unit 11",2420 Beaumont Ave,Belmont,Bronx,"$25,000 ",,,,,,,,,,,,Co-op,,Co-op,Sold,,,,,,,"$25,000 ","<a href=""http://a836-acris.nyc.gov/DS/DocumentSearch/DocumentDetail?doc_id=2020090300717001"" target=""_blank"">Public Record Only</a>",8/31/20,,,10458,,,,1912,,17,
813 Adee Ave,813 Adee Ave,Olinville,Bronx,"$834,502 ",$260 ,,,,,,,"3,214",,,,House/Building,4+ Family/All Multi Family,Multi Family/Townhouse,Sold,,,,,,,"$834,502 ","<a href=""http://a836-acris.nyc.gov/DS/DocumentSearch/DocumentDetail?doc_id=2020090400218001"" target=""_blank"">Public Record Only</a>",8/31/20,,,10467,22' x 78.5',"2,285 SF / 25' x 91.42'",,1931,,4,
1068 Neill Ave,1068 Neill Ave,Morris Park,Bronx,"$770,000 ",$305 ,,,,,,,"2,522",,,,House/Building,Two Family/All Multi Family,Multi Family/Townhouse,Sold,,,,,,,"$770,000 ","<a href=""http://a836-acris.nyc.gov/DS/DocumentSearch/DocumentDetail?doc_id=2020090900708001"" target=""_blank"">Public Record Only</a>",8/31/20,,,10461,20' x 45',"2,100 SF / 21' x 100'",,1960,,2,
615 Underhill Ave,615 Underhill Ave,Soundview,Bronx,"$835,000 ",$288 ,,7,3,3,3,,"2,900",,$493 ,$493 ,House/Building/Multi Family/Multi-Family 2-4,Three Family/All Multi Family/Detached,Townhouse/Multi Family,Sold,157,8/31/20,1/27/20,"$929,000 ","$899,000 ",7/2/20,"$835,000 ","<a href=""http://a836-acris.nyc.gov/DS/DocumentSearch/DocumentDetail?doc_id=2020093000888001"" target=""_blank"">Verified by Public Record</a>",8/31/20,,,10473,20' x 60',"5,000 SF / 50' x 100'",,1920,,3,
2939 Colden Ave,2939 Colden Ave,Laconia,Bronx,"$825,000 ",$198 ,,,,,,,"4,168",,$427 ,$428 ,House/Building,Two Family/All Multi Family,Multi Family/Townhouse,Sold,,,,,,,"$825,000 ","<a href=""http://a836-acris.nyc.gov/DS/DocumentSearch/DocumentDetail?doc_id=2020090800192001"" target=""_blank"">Public Record Only</a>",8/31/20,,,10469,21.5' x 50',"2,150 SF / 21.5' x 100'",,1970,,2,
1130 Throgmorton Ave,1130 Throgmorton Ave,Country Club,Bronx,"$959,000 ",$258 ,,6,2,2,2,,"3,714",,$696 ,$696 ,House/Building/Multi Family/Multi-Family 2-4,Attached/All Multi Family/Two Family,Townhouse/Multi Family,Sold,41,9/1/20,11/4/19,"$949,000 ","$949,000 ",2/12/20,"$959,000 ","<a href=""http://a836-acris.nyc.gov/DS/DocumentSearch/DocumentDetail?doc_id=2020090100139004"" target=""_blank"">Verified by Public Record</a>",8/31/20,,,10465,24' x 48',"3,135 SF / 33' x 95'",Private Outdoor Space,1960,,3,
"5900 Arlington Ave, Unit 17B",Skyview On The Hudson,North Riverdale,Bronx,"$790,000 ",$500 ,6,4,2,2,2,,"1,580","$2,036 ","$2,036 ",,Co-op,,Co-op,Sold,148,9/1/20,10/23/19,"$880,000 ","$849,000 ",4/17/20,"$790,000 ","<a href=""http://a836-acris.nyc.gov/DS/DocumentSearch/DocumentDetail?doc_id=2020090100771001"" target=""_blank"">Verified by Public Record</a>",9/1/20,,,10471,,,"Common Garden
Common Outdoor Space",1962,"Full-Time Doorman, Concierge",437,
"290 W 232nd St, Unit 20F",290 W 232nd St,Kingsbridge,Bronx,"$420,000 ",$288 ,6,3,1,1.5,1,,"1,460","$1,370 ","$1,370 ",,Co-op,,Co-op,Sold,3,9/5/20,3/17/20,"$425,000 ","$425,000 ",6/23/20,"$420,000 ","<a href=""http://a836-acris.nyc.gov/DS/DocumentSearch/DocumentDetail?doc_id=2020091001012001"" target=""_blank"">Verified by Public Record</a>",9/1/20,,,10463,,,"Balcony
Common Outdoor Space",1966,,117,
"3701 Henry Hudson Pkwy, Unit 7B",3701 Henry Hudson Pkwy,Central Riverdale,Bronx,"$332,500 ",,,,,,,,,,,,Co-op,,Co-op,Sold,,,,,,,"$332,500 ","<a href=""http://a836-acris.nyc.gov/DS/DocumentSearch/DocumentDetail?doc_id=2020090800253001"" target=""_blank"">Public Record Only</a>",9/1/20,,,10463,,,,,,,
1725 Fowler Ave,1725 Fowler Ave,Morris Park,Bronx,"$270,000 ",$129 ,,,,,,,"2,091",,,,House/Building,Single Family,Single Family/Townhouse,Sold,,,,,,,"$270,000 ","<a href=""http://a836-acris.nyc.gov/DS/DocumentSearch/DocumentDetail?doc_id=2020091800386004"" target=""_blank"">Public Record Only</a>",9/1/20,,,10462,18' x 42',"1,875 SF / 25' x 75'",,1935,,1,
2788 Sedgwick Ave,2788 Sedgwick Ave,Kingsbridge Heights,Bronx,"$830,000 ",$237 ,18,7,,3,,,"3,498",,,,House/Building,All Multi Family/Three Family/Undefined Multi Family,Townhouse/Multi Family,Sold,44,7/6/20,2/14/20,"$800,000 ","$800,000 ",,"$830,000 ","<a href=""http://a836-acris.nyc.gov/DS/DocumentSearch/DocumentDetail?doc_id=2020090400331001"" target=""_blank"">Verified by Public Record</a>",9/1/20,,,10468,22' x 53',"4,130 SF / 32.42' x 127.42'",,1950,,3,
"3701 Henry Hudson Pkwy W, Unit 7B",3701 Henry Hudson Pkwy W,Riverdale,Bronx,"$332,500 ",$277 ,6,3,2,2,2,,"1,200","$1,671 ","$1,671 ",,Co-Operative,Detached,Co-op,Sold,87,9/1/20,1/18/20,"$349,000 ","$349,000 ",4/14/20,"$332,500 ",Unverified,9/1/20,,,10463,,,Common Outdoor Space,1954,Part-Time Doorman,49,
"2550 Independence Ave, Unit 2C",2550 Independence Ave,Spuyten Duyvil,Bronx,"$248,000 ",$310 ,4,1,1,1,1,,800,$791 ,$791 ,,Co-op/Co-Operative,,Co-op,Sold,,9/18/20,5/21/20,"$265,000 ","$265,000 ",6/18/20,"$248,000 ",Unverified,9/1/20,,,10463,,,,1959,Part-Time Doorman,142,
4333 Boyd Ave,4333 Boyd Ave,Wakefield,Bronx,"$655,000 ",$374 ,,Studio,,,,,"1,750",,$297 ,$297 ,Multi Family/Multi-Family 2-4,Detached,Multi Family,Sold,45,9/1/20,3/30/20,"$699,999 ","$685,000 ",5/14/20,"$655,000 ",Unverified,9/1/20,,,10466,22' x 34',"1,876 SF / 27' x 69.5'",,1930,,2,
2881 Roberts Ave,2881 Roberts Ave,Tremont Terrace,Bronx,"$660,000 ",,5,4,,3,,,,,,,House/Building,Single Family,Townhouse/Single Family,Sold,,9/4/20,6/30/20,"$648,000 ","$689,000 ",6/30/20,"$660,000 ","<a href=""http://a836-acris.nyc.gov/DS/DocumentSearch/DocumentDetail?doc_id=2020090400258001"" target=""_blank"">Verified by Public Record</a>",9/1/20,,,10461,16' x 46',"2,000 SF / 20' x 100'",,1935,,1,
2074 Edenwald Ave,n/a,Edenwald,Bronx,"$75,000 ",,,,,,,,,,$50 ,$50 ,Land,,Land,Sold,107,9/1/20,4/1/20,"$120,000 ","$99,000 ",7/22/20,"$75,000 ",Unverified,9/1/20,,,10466,,0.06 AC,,,,0,
"2074 Edenwald Ave, Unit MULTI",n/a,Edenwald,Bronx,"$75,000 ",,,,,,,,,,,,Land,,Land,Sold,,,,,,,"$75,000 ","<a href=""http://a836-acris.nyc.gov/DS/DocumentSearch/DocumentDetail?doc_id=2020091100518001"" target=""_blank"">Public Record Only</a>",9/1/20,,,10466,,0.06 AC,,,,0,
1048 Elder Ave,1048 Elder Ave,Soundview-Bruckner,Bronx,"$668,000 ",$225 ,,Studio,,,,,"2,970",,,,House/Building,Two Family/All Multi Family,Multi Family/Townhouse,Sold,,,,,,,"$668,000 ","<a href=""http://a836-acris.nyc.gov/DS/DocumentSearch/DocumentDetail?doc_id=2020090800848001"" target=""_blank"">Public Record Only</a>",9/1/20,,,10472,20' x 52',"2,000 SF / 20' x 100'",,1960,,3,
558 E 191st St,558 E 191st St,Fordham Manor,Bronx,"$5,500,000 ",$314 ,,,,,,,"17,500",,,,House/Building,Undefined Multi Family/All Multi Family,Multi Family/Townhouse,Sold,,,,,,,"$5,500,000 ","<a href=""http://a836-acris.nyc.gov/DS/DocumentSearch/DocumentDetail?doc_id=2020090800647001"" target=""_blank"">Public Record Only</a>",9/1/20,,,10458,50' x 70',"4,150 SF / 50' x 83'",,1913,,22,
"2 Linden Ave, Unit 2",2 Linden Ave,Silver Beach,Bronx,"$303,600 ",,,,,,,,,,,,Co-op,,Co-op,Sold,,,,,,,"$303,600 ","<a href=""http://a836-acris.nyc.gov/DS/DocumentSearch/DocumentDetail?doc_id=2020090300264001"" target=""_blank"">Public Record Only</a>",9/1/20,,,10465,,,,,,,
680 Morris Park Ave,680 Morris Park Ave,Hunt Estate,Bronx,"$1,200,000 ",$218 ,,,,,,,"5,500",,,,Mixed Use,Single Family/Two Family/Three Family/All Multi Family,Mixed Use/Multi Family/Townhouse,Sold,,,,,,,"$1,200,000 ","<a href=""http://a836-acris.nyc.gov/DS/DocumentSearch/DocumentDetail?doc_id=2020091500732001"" target=""_blank"">Public Record Only</a>",9/2/20,,,10462,25' x 55',"2,500 SF / 25' x 100'",,1901,,3,
861 E 232nd St,861 E 232nd St,Wakefield,Bronx,"$715,000 ",$335 ,,4,3,2.5,2,1,"2,132",,$492 ,$492 ,House/Building/Multi Family/Multi-Family 2-4,Attached/All Multi Family/Two Family,Townhouse/Multi Family,Sold,27,9/8/20,6/26/20,"$715,000 ","$715,000 ",7/23/20,"$715,000 ","<a href=""http://a836-acris.nyc.gov/DS/DocumentSearch/DocumentDetail?doc_id=2020090800247001"" target=""_blank"">Verified by Public Record</a>",9/2/20,,,10466,18' x 34',"2,533 SF / 25.33' x 100'","Porch
Private Outdoor Space",1950,,2,
861 E 232nd St,861 E 232nd St,Wakefield,Bronx,"$715,000 ",$335 ,,4,3,2.5,2,1,"2,132",,$492 ,$492 ,House/Building/Multi Family,All Multi Family/Two Family,Townhouse/Multi Family,Sold,68,6/25/20,12/12/19,"$715,000 ","$705,000 ",,"$715,000 ","<a href=""http://a836-acris.nyc.gov/DS/DocumentSearch/DocumentDetail?doc_id=2020090800247001"" target=""_blank"">Verified by Public Record</a>",9/2/20,,,10466,18' x 34',"2,533 SF / 25.33' x 100'",Porch,1950,,2,
"530 E 159th St, Unit 1",530 E 159th St,Woodstock,Bronx,"$105,000 ",$131 ,,2,,1,1,,800,,,,Co-op,,Co-op,Sold,,,,,,,"$105,000 ","<a href=""http://a836-acris.nyc.gov/DS/DocumentSearch/DocumentDetail?doc_id=2020091700377001"" target=""_blank"">Public Record Only</a>",9/2/20,,,10451,,,,1928,,46,
1635 Ohm Ave,1635 Ohm Ave,Spencer Estates,Bronx,"$646,000 ",$332 ,9,4,3,2.5,2,1,"1,944",,$491 ,$492 ,House/Building/Single Family,Single Family,Townhouse/Single Family,Sold,22,9/8/20,5/26/20,"$659,000 ","$659,000 ",6/17/20,"$646,000 ","<a href=""http://a836-acris.nyc.gov/DS/DocumentSearch/DocumentDetail?doc_id=2020090200245001"" target=""_blank"">Verified by Public Record</a>",9/2/20,,,10465,18' x 36',"2,500 SF / 25' x 100'","Deck
Private Outdoor Space",1960,,1,
1245 Croes Ave,1245 Croes Ave,Bronx River,Bronx,"$750,000 ",$250 ,,8,,4,,,"3,000",,,,House/Building,All Multi Family/Three Family/Undefined Multi Family,Townhouse/Multi Family,Sold,,9/7/20,10/22/19,"$820,000 ","$820,000 ",2/5/20,"$750,000 ","<a href=""http://a836-acris.nyc.gov/DS/DocumentSearch/DocumentDetail?doc_id=2020091601011001"" target=""_blank"">Verified by Public Record</a>",9/2/20,,,10472,19' x 50',"1,900 SF / 19' x 100'","Balcony
Private Patio",1960,,3,
"72 C Edgewater Park, Unit 72C",72 C Edgewater Park,Bronx,Bronx,"$108,000 ",,,,,,,,,,,,Co-op,,Co-op,Sold,,,,,,,"$108,000 ","<a href=""http://a836-acris.nyc.gov/DS/DocumentSearch/DocumentDetail?doc_id=2020091600819001"" target=""_blank"">Public Record Only</a>",9/2/20,,,,,,,,,,
"3755 Henry Hudson Pkwy, Unit 12C",3755 Henry Hudson Pkwy,Riverdale,Bronx,"$950,000 ",$452 ,7,4,3,2.5,2,1,"2,100","$2,198 ","$2,198 ",,,,Co-op,Sold,,9/3/20,5/13/20,"$950,000 ","$950,000 ",7/14/20,"$950,000 ",Unverified,9/3/20,,,10463,,,Balcony,,"Doorman, Full-Time Doorman",,
934 Tiffany St,934 Tiffany St,Longwood,Bronx,"$485,000 ",$350 ,9,3,2,2,2,1,"1,386",,$221 ,$221 ,House/Building/Single Family,Detached/Single Family,Townhouse/Single Family,Sold,27,9/4/20,6/19/20,"$510,000 ","$499,999 ",7/16/20,"$485,000 ","<a href=""http://a836-acris.nyc.gov/DS/DocumentSearch/DocumentDetail?doc_id=2020092401201001"" target=""_blank"">Verified by Public Record</a>",9/3/20,,,10459,21' x 33',"2,356 SF / 21.42' x 110'","Barbecue Area
Private Outdoor Space",1982,,1,
2024 Washington Ave,2024 Washington Ave,East Tremont,Bronx,"$625,000 ",$216 ,9,5,,2.5,,,"2,900",,$137 ,$137 ,House/Building,All Multi Family/Two Family/Undefined Multi Family,Townhouse/Multi Family,Sold,99,9/5/20,11/13/19,"$649,000 ","$649,000 ",2/20/20,"$625,000 ","<a href=""http://a836-acris.nyc.gov/DS/DocumentSearch/DocumentDetail?doc_id=2020091700278001"" target=""_blank"">Verified by Public Record</a>",9/3/20,,,10457,19.83' x 48.8',"1,907 SF / 20.4' x 93.5'","Barbecue Area
Common Outdoor Space",2000,,2,
652 E 220th St,652 E 220th St,Williamsbridge,Bronx,"$455,000 ",$237 ,5,3,2,1.5,1,1,"1,916",,$383 ,$384 ,House/Building/Single Family,Single Family,Townhouse/Single Family,Sold,46,9/9/20,5/7/20,"$469,000 ","$469,000 ",6/22/20,"$455,000 ","<a href=""http://a836-acris.nyc.gov/DS/DocumentSearch/DocumentDetail?doc_id=2020091300019001"" target=""_blank"">Verified by Public Record</a>",9/3/20,,,10467,17' x 41',"2,285 SF / 20' x 114.25'",,1920,,1,
5435 Fieldston Rd,5435 Fieldston Rd,North Riverdale,Bronx,"$1,360,000 ",$501 ,15,5,4,3.5,3,1,"2,715",,$881 ,$881 ,Residential/House/Building/Single Family,Detached/Single Family,Townhouse/Single Family,Sold,196,9/8/20,8/5/19,"$1,424,900 ","$1,400,000 ",2/20/20,"$1,360,000 ","<a href=""http://a836-acris.nyc.gov/DS/DocumentSearch/DocumentDetail?doc_id=2020091000791002"" target=""_blank"">Verified by Public Record</a>",9/3/20,,,10471,27' x 37',"10,000 SF / 100' x 100'","Deck
Private Outdoor Space",1935,,1,
3945 Wilder Ave,3945 Wilder Ave,Edenwald,Bronx,"$456,750 ",$409 ,5,3,,1,1,1,"1,116",,$173 ,$173 ,House/Building/Single Family,Attached/Single Family,Townhouse/Single Family,Sold,57,9/17/20,1/22/20,"$459,000 ","$459,000 ",6/11/20,"$456,750 ","<a href=""http://a836-acris.nyc.gov/DS/DocumentSearch/DocumentDetail?doc_id=2020091501063001"" target=""_blank"">Verified by Public Record</a>",9/3/20,,,10466,18' x 31',"1,710 SF / 18' x 95'",Playground,1959,,1,
2880 Roberts Ave,2880 Roberts Ave,Tremont Terrace,Bronx,"$577,000 ",$317 ,9,4,3,2.5,2,1,"1,818",,$416 ,$417 ,House/Building/Single Family,Single Family,Townhouse/Single Family,Sold,46,9/4/20,5/9/20,"$589,000 ","$589,000 ",6/23/20,"$577,000 ","<a href=""http://a836-acris.nyc.gov/DS/DocumentSearch/DocumentDetail?doc_id=2020091000369001"" target=""_blank"">Verified by Public Record</a>",9/3/20,,,10461,18' x 38',"2,500 SF / 25' x 100'",,1920,,1,
3616 Palmer Ave,3616 Palmer Ave,Edenwald,Bronx,"$870,000 ",$257 ,,8,5,5,5,,"3,381",,$658 ,$658 ,House/Building/Multi Family,Three Family/All Multi Family,Townhouse/Multi Family,Sold,26,9/3/20,6/28/20,"$899,000 ","$899,000 ",7/24/20,"$870,000 ","<a href=""http://a836-acris.nyc.gov/DS/DocumentSearch/DocumentDetail?doc_id=2020091500501001"" target=""_blank"">Verified by Public Record</a>",9/3/20,,,10466,22.03' x 51',"4,087 SF / 40.12' x 101.88'",Private Outdoor Space,1989,,3,
1532 Leland Ave,1532 Leland Ave,Stratton Park,Bronx,"$2,200,000 ",$166 ,,,,,,,"13,280",,,,House/Building,Undefined Multi Family/All Multi Family,Multi Family/Townhouse,Sold,,,,,,,"$2,200,000 ","<a href=""http://a836-acris.nyc.gov/DS/DocumentSearch/DocumentDetail?doc_id=2020091400652001"" target=""_blank"">Public Record Only</a>",9/3/20,,,10462,,,,,,,
1090 Pelham Pkwy S,1090 Pelham Pkwy S,Pelham Parkway,Bronx,"$837,500 ",$274 ,,3,3,3,3,,"3,056",,$708 ,$708 ,House/Building/Multi Family/Multi-Family 2-4,All Multi Family/Two Family/Detached,Townhouse/Multi Family,Sold,149,9/3/20,2/10/20,"$995,000 ","$895,000 ",7/8/20,"$837,500 ","<a href=""http://a836-acris.nyc.gov/DS/DocumentSearch/DocumentDetail?doc_id=2020091500620001"" target=""_blank"">Verified by Public Record</a>",9/3/20,,,10461,37' x 32',"3,045 SF / 52.5' x 58'",Private Outdoor Space,1950,,2,
"4455 Douglas Ave, Unit 4D",Hayden On The Hudson,Riverdale,Bronx,"$700,000 ",$524 ,,,,,,,"1,337",,,,Condo,,Condo,Sold,,,,,,,"$700,000 ","<a href=""http://a836-acris.nyc.gov/DS/DocumentSearch/DocumentDetail?doc_id=2020090900430002"" target=""_blank"">Public Record Only</a>",9/3/20,,,10471,,,Common Outdoor Space,1969,Full-Time Doorman,177,
719 E 215th St,719 E 215th St,Williamsbridge,Bronx,"$425,000 ",$161 ,,,,,,,"2,646",,,,House/Building,Two Family/All Multi Family,Multi Family/Townhouse,Sold,,,,,,,"$425,000 ","<a href=""http://a836-acris.nyc.gov/DS/DocumentSearch/DocumentDetail?doc_id=2020090900167001"" target=""_blank"">Public Record Only</a>",9/3/20,,,10467,21' x 42',"2,554 SF / 25' x 102.17'",,1910,,2,
962 E 229th St,962 E 229th St,Wakefield,Bronx,"$486,250 ",$450 ,8,3,2,1.5,1,1,"1,080",,$301 ,$302 ,Townhouse/House/Building,Single Family,Townhouse/Single Family,Sold,58,9/9/20,5/6/20,"$479,000 ","$479,000 ",7/3/20,"$486,250 ","<a href=""http://a836-acris.nyc.gov/DS/DocumentSearch/DocumentDetail?doc_id=2020091000594001"" target=""_blank"">Verified by Public Record</a>",9/3/20,,,10466,18' x 32',"1,969 SF / 18' x 109.42'",,1955,,1,
2066 Anthony Ave,2066 Anthony Ave,Fordham Heights,Bronx,"$1,150,000 ",$510 ,,Studio,,,,,"2,254",,$176 ,$176 ,House/Building/Multi Family,All Multi Family/Two Family,Townhouse/Multi Family,Sold,4,9/13/20,8/29/20,"$1,100,000 ","$1,100,000 ",9/2/20,"$1,150,000 ","<a href=""http://a836-acris.nyc.gov/DS/DocumentSearch/DocumentDetail?doc_id=2020091400788001"" target=""_blank"">Verified by Public Record</a>",9/3/20,,,10457,18' x 58',"2,506 SF / 21' x 119.37'",,1901,,2,
