Address,Building Name,Neighborhood,City,Price (Last Known),PPSF,R,Bd,Total Ba,MLS Ba,Full Ba,HBa,Sq Ft,Monthly Fees,Monthly Fees & Taxes,Taxes Per Mo.,MLS Property Type,MLS Property Subtype,Compass Property Type,Status,DOM,Updated Date,Listed Date,Listed Price,Last Asking,Contract Date,Sold Price,Closed Price Verification,Sold Date,Open House,Open House Type,ZIP,Building Size,Lot Size,Outdoor Space,Year Built,Service Level,Building Units,Notes,,
"895 Park Ave, Unit 89B",895 Park Ave,Upper East Side,Manhattan,"$12,250,000",,15,6,8,7,7,,,"$13,548","$13,548",,Co-op,,Co-op,Sold,137,12/14/2020,01/28/2019,"$17,000,000","$15,000,000",,"$12,250,000","<a href=""http://a836-acris.nyc.gov/DS/DocumentSearch/DocumentDetail?doc_id=2020012900822001"" target=""_blank"">Verified by Public Record</a>",01/27/2020,,,10075,,,,1930,"Doorman, Full-Time Doorman",37,,,
"529 W 42nd St, Unit 8B",The Armory,Hell's Kitchen,Manhattan,"$460,000",$786,2,Studio,1,1,1,,585,"$1,284","$1,284",,Co-op,,Co-op,Sold,182,02/18/2020,04/24/2019,"$475,000","$475,000",10/23/2019,"$460,000","<a href=""http://a836-acris.nyc.gov/DS/DocumentSearch/DocumentDetail?doc_id=2020021100150001"" target=""_blank"">Verified by Public Record</a>",02/10/2020,,,10036,,,Common Roof Deck,1912,Full-Time Doorman,159,,,
"401 E 65th St, Unit 8J",401 E 65th St,Upper East Side,Manhattan,"$520,000",,3,1,1,1,1,,,"$1,132","$1,132",,Co-op,,Co-op,Sold,233,01/21/2020,03/05/2019,"$570,000","$539,000",10/24/2019,"$520,000","<a href=""http://a836-acris.nyc.gov/DS/DocumentSearch/DocumentDetail?doc_id=2020010900362001"" target=""_blank"">Verified by Public Record</a>",01/08/2020,,,10065,,,"Deck
Roof Deck
Common Roof Deck",1962,"Doorman, Full-Time Doorman",147,,,
"108 Leonard St, Unit 4B",108 Leonard St,TriBeCa,Manhattan,"$2,800,000",,,,,,,,,,,,Condo,,Condo,Sold,,,,,,,"$2,800,000","<a href=""http://a836-acris.nyc.gov/DS/DocumentSearch/DocumentDetail?doc_id=2020010801040003"" target=""_blank"">Public Record Only</a>",01/06/2020,,,10013,,,"Roof Deck
Common Roof Deck",1899,Full-Time Doorman,167,,,
"108 Leonard St, Unit 9B",108 Leonard St,TriBeCa,Manhattan,"$2,979,949",,,,,,,,,,,,Condo,,Condo,Sold,,,,,,,"$2,979,949","<a href=""http://a836-acris.nyc.gov/DS/DocumentSearch/DocumentDetail?doc_id=2020011600108003"" target=""_blank"">Public Record Only</a>",01/06/2020,,,10013,,,"Roof Deck
Common Roof Deck",1899,Full-Time Doorman,167,,,
"108 Leonard St, Unit 3B",108 Leonard St,TriBeCa,Manhattan,"$2,593,921",,,,,,,,,,,,Condo,,Condo,Sold,,,,,,,"$2,593,921","<a href=""http://a836-acris.nyc.gov/DS/DocumentSearch/DocumentDetail?doc_id=2020012901147001"" target=""_blank"">Public Record Only</a>",01/15/2020,,,10013,,,"Roof Deck
Common Roof Deck",1899,Full-Time Doorman,167,,,
"108 Leonard St, Unit 5B",108 Leonard St,TriBeCa,Manhattan,"$2,810,502",,,,,,,,,,,,Condo,,Condo,Sold,,,,,,,"$2,810,502","<a href=""http://a836-acris.nyc.gov/DS/DocumentSearch/DocumentDetail?doc_id=2020012400535004"" target=""_blank"">Public Record Only</a>",01/17/2020,,,10013,,,"Roof Deck
Common Roof Deck",1899,Full-Time Doorman,167,,,
"108 Leonard St, Unit 3K",108 Leonard St,TriBeCa,Manhattan,"$1,660,893",,,,,,,,,,,,Condo,,Condo,Sold,,,,,,,"$1,660,893","<a href=""http://a836-acris.nyc.gov/DS/DocumentSearch/DocumentDetail?doc_id=2020013100826001"" target=""_blank"">Public Record Only</a>",01/29/2020,,,10013,,,"Roof Deck
Common Roof Deck",1899,Full-Time Doorman,167,,,
"108 Leonard St, Unit 3E",108 Leonard St,TriBeCa,Manhattan,"$1,897,046",,,,,,,,,,,,Condo,,Condo,Sold,,,,,,,"$1,897,046","<a href=""http://a836-acris.nyc.gov/DS/DocumentSearch/DocumentDetail?doc_id=2020020700779004"" target=""_blank"">Public Record Only</a>",01/28/2020,,,10013,,,"Roof Deck
Common Roof Deck",1899,Full-Time Doorman,167,,,
"1760 2nd Ave, Unit 19A",Chartwell House,Upper East Side,Manhattan,"$880,000","$1,159",3,1,1,1,1,,759,$768,"$1,651",$883,Condo,,Condo,Sold,203,01/25/2020,05/15/2019,"$939,000","$895,000",12/06/2019,"$880,000","<a href=""http://a836-acris.nyc.gov/DS/DocumentSearch/DocumentDetail?doc_id=2020011300499001"" target=""_blank"">Verified by Public Record</a>",01/08/2020,,,10128,,,"Deck
Roof Deck
Common Roof Deck",2000,"Full-Time Doorman, Concierge",140,,,
"108 Leonard St, Unit 4C",108 Leonard St,TriBeCa,Manhattan,"$4,075,338",,,,,,,,,,,,Condo,,Condo,Sold,,,,,,,"$4,075,338","<a href=""http://a836-acris.nyc.gov/DS/DocumentSearch/DocumentDetail?doc_id=2020012200206001"" target=""_blank"">Public Record Only</a>",01/17/2020,,,10013,,,"Roof Deck
Common Roof Deck",1899,Full-Time Doorman,167,,,
"15 W 72nd St, Unit 220",Mayfair Towers,Upper West Side,Manhattan,"$830,000",,,,,,,,,,,,Co-op,,Co-op,Sold,,,,,,,"$830,000","<a href=""http://a836-acris.nyc.gov/DS/DocumentSearch/DocumentDetail?doc_id=2020021301097001"" target=""_blank"">Public Record Only</a>",01/31/2020,,,10023,,,"Roof Deck
Common Roof Deck
Common Outdoor Space",1964,"Full-Time Doorman, Concierge",493,,,
"315 7th Ave, Unit 20D",315 7th Ave,Chelsea,Manhattan,"$645,000","$1,344",,Studio,,1,,,480,$374,$701,$327,Condo,,Condo,Sold,,,,,,,"$645,000","<a href=""http://a836-acris.nyc.gov/DS/DocumentSearch/DocumentDetail?doc_id=2020021300223003"" target=""_blank"">Public Record Only</a>",02/07/2020,,,10001,,,,1926,,91,,,
"139 E 66th St, Unit 9N",139 E 66th St,Upper East Side,Manhattan,"$1,450,000",$853,,3,3,3,3,,"1,700",,,,Co-op/Co-Operative,,Co-op,Sold,190,07/17/2019,07/15/2019,"$1,550,000","$1,550,000",,"$1,450,000","<a href=""http://a836-acris.nyc.gov/DS/DocumentSearch/DocumentDetail?doc_id=2020020500801001"" target=""_blank"">Verified by Public Record</a>",01/21/2020,,,10065,,,,1918,"Doorman, Part-Time Doorman",20,,,
"200 E 94th St, Unit 315",Carnegie Park Condominium,Upper East Side,Manhattan,"$1,501,694","$1,396",4,2,2,2,2,,"1,076","$1,207","$2,509","$1,302",Condo,,Condo,Sold,69,01/29/2020,10/04/2019,"$1,595,000","$1,595,000",12/12/2019,"$1,501,694","<a href=""http://a836-acris.nyc.gov/DS/DocumentSearch/DocumentDetail?doc_id=2020012900462001"" target=""_blank"">Verified by Public Record</a>",01/22/2020,,,10128,,,"Roof Deck
Common Roof Deck
Barbecue Area
Common Garden
Common Outdoor Space",1986,"Doorman, Full-Time Doorman, Concierge",287,,,
"900 Park Ave, Unit 5A",Park 900,Upper East Side,Manhattan,"$2,265,000","$1,662",5,2,3,2.5,2,1,"1,363","$2,669","$4,784","$2,115",Condo,,Condo,Sold,181,07/27/2020,04/10/2019,"$2,750,000","$2,495,000",,"$2,265,000","<a href=""http://a836-acris.nyc.gov/DS/DocumentSearch/DocumentDetail?doc_id=2020012400688001"" target=""_blank"">Verified by Public Record</a>",01/17/2020,,,10075,,,,1973,"Doorman, Full-Time Doorman, Concierge",124,,,
"510 E 86th St, Unit 18E",510 E 86th St,Upper East Side,Manhattan,"$937,500",,5,2,2,2,2,,,"$2,329","$2,329",,Co-op,,Co-op,Sold,261,02/18/2020,01/31/2019,"$999,000","$982,000",11/02/2019,"$937,500","<a href=""http://a836-acris.nyc.gov/DS/DocumentSearch/DocumentDetail?doc_id=2020021000219001"" target=""_blank"">Verified by Public Record</a>",02/04/2020,,,10028,,,,1958,"Doorman, Full-Time Doorman",94,,,
"333 E 66th St, Unit 2D",Bryn Mawr,Upper East Side,Manhattan,"$562,500",,3,1,1,1,1,,,"$1,455","$1,455",,Co-op,,Co-op,Sold,93,01/27/2020,02/27/2019,"$499,000","$550,000",11/14/2019,"$562,500","<a href=""http://a836-acris.nyc.gov/DS/DocumentSearch/DocumentDetail?doc_id=2020020300375001"" target=""_blank"">Verified by Public Record</a>",01/17/2020,,,10065,,,"Deck
Roof Deck
Common Roof Deck
Common Outdoor Space",1964,"Doorman, Full-Time Doorman",191,,,
"80 E End Ave, Unit 8D",80 E End Ave,Upper East Side,Manhattan,"$550,000",,3,1,1,1,1,,,"$1,199","$1,199",,Co-op,,Co-op,Sold,98,08/03/2019,04/04/2019,"$625,000","$625,000",07/11/2019,"$550,000","<a href=""http://a836-acris.nyc.gov/DS/DocumentSearch/DocumentDetail?doc_id=2020010800544001"" target=""_blank"">Verified by Public Record</a>",01/06/2020,,,10028,,,,1958,"Doorman, Full-Time Doorman",152,,,
"455 E 86th St, Unit 11A",The Channel Club,Upper East Side,Manhattan,"$1,625,000","$1,083",6,3,2,2,2,,"1,500","$2,128","$3,881","$1,753",Condo,,Condo,Sold,37,01/21/2020,04/30/2019,"$1,900,000","$1,750,000",,"$1,625,000","<a href=""http://a836-acris.nyc.gov/DS/DocumentSearch/DocumentDetail?doc_id=2020012800777001"" target=""_blank"">Verified by Public Record</a>",01/17/2020,,,10028,,,"Balcony
Common Roof Deck
Common Garden
Common Outdoor Space
Private Outdoor Space",1986,"Doorman, Full-Time Doorman, Concierge",141,,,
"150 W End Ave, Unit 24L",Lincoln Towers,Upper West Side,Manhattan,"$1,290,000",,,,,,,,,,,,Co-op,,Co-op,Sold,,,,,,,"$1,290,000","<a href=""http://a836-acris.nyc.gov/DS/DocumentSearch/DocumentDetail?doc_id=2020011601253001"" target=""_blank"">Public Record Only</a>",01/16/2020,,,10023,,,,1963,"Full-Time Doorman, Concierge",454,,,
"150 W End Ave, Unit 10M",Lincoln Towers,Upper West Side,Manhattan,"$1,285,000",,,,,,,,,,,,Co-op,,Co-op,Sold,,,,,,,"$1,285,000","<a href=""http://a836-acris.nyc.gov/DS/DocumentSearch/DocumentDetail?doc_id=2020011501460001"" target=""_blank"">Public Record Only</a>",01/29/2020,,,10023,,,,1963,"Full-Time Doorman, Concierge",454,,,
"527 W 110th St, Unit 56",527 W 110th St,Morningside Heights,Manhattan,"$980,000","$1,197",4,2,2,1.5,1,1,819,"$1,030","$1,967",$937,Condo,,Condo,Sold,63,07/27/2020,07/23/2019,"$1,095,000","$1,095,000",09/24/2019,"$980,000","<a href=""http://a836-acris.nyc.gov/DS/DocumentSearch/DocumentDetail?doc_id=2020012700736001"" target=""_blank"">Verified by Public Record</a>",01/21/2020,,,10025,,,"Common Outdoor Space
Private Outdoor Space",1910,"Doorman, Full-Time Doorman, Part-Time Doorman",,,,
"305 E 24th St, Unit 9F",New York Towers,Kips Bay,Manhattan,"$875,695",,3,1,1,1,,,,"$1,621","$1,621",,Co-op,,Co-op,Sold,19,01/21/2020,11/20/2019,"$895,000","$895,000",12/09/2019,"$875,695","<a href=""http://a836-acris.nyc.gov/DS/DocumentSearch/DocumentDetail?doc_id=2020011301328001"" target=""_blank"">Verified by Public Record</a>",01/08/2020,,,10010,,,"Private Terrace
Common Roof Deck",1964,"Full-Time Doorman, Concierge",384,,,
"530 E 86th St, Unit 14B",530 E 86th St,Upper East Side,Manhattan,"$1,850,000",,,,,,,,,,,,Co-op,,Co-op,Sold,,,,,,,"$1,850,000","<a href=""http://a836-acris.nyc.gov/DS/DocumentSearch/DocumentDetail?doc_id=2020010900815001"" target=""_blank"">Public Record Only</a>",01/24/2020,,,10028,,,,1928,Full-Time Doorman,46,,,
"201 E 25th St, Unit 16A",The Peter James,Kips Bay,Manhattan,"$1,322,706",,4,2,2,2,2,,,"$2,787","$2,787",,Co-op,,Co-op,Sold,50,02/17/2020,12/02/2019,"$1,299,000","$1,299,000",01/21/2020,"$1,322,706","<a href=""http://a836-acris.nyc.gov/DS/DocumentSearch/DocumentDetail?doc_id=2020020700422001"" target=""_blank"">Verified by Public Record</a>",02/04/2020,,,10010,,,"Private Terrace
Deck
Roof Deck
Common Roof Deck
Common Outdoor Space
Private Outdoor Space",1965,Full-Time Doorman,164,,,
"239 E 79th St, Unit 17E",239 E 79th St,Upper East Side,Manhattan,"$2,848,000",,,,,,,,,,,,Co-op,,Co-op,Sold,,,,,,,"$2,848,000","<a href=""http://a836-acris.nyc.gov/DS/DocumentSearch/DocumentDetail?doc_id=2020012900710001"" target=""_blank"">Public Record Only</a>",01/28/2020,,,10075,,,Common Roof Deck,1957,Full-Time Doorman,208,,,
"300 E 93rd St, Unit 32D",300 E 93rd St,Upper East Side,Manhattan,"$1,230,000","$1,194",,2,,2,,,"1,030","$1,366","$2,389","$1,023",Condo,,Condo,Sold,119,09/05/2019,09/05/2019,"$1,395,000","$1,395,000",,"$1,230,000","<a href=""http://a836-acris.nyc.gov/DS/DocumentSearch/DocumentDetail?doc_id=2020010700698001"" target=""_blank"">Verified by Public Record</a>",01/03/2020,,,10128,,,"Common Roof Deck
Common Outdoor Space",1987,"Full-Time Doorman, Concierge",221,,,
"201 W 74th St, Unit 12E",The FItzgerald,Upper West Side,Manhattan,"$980,000","$1,501",,,,,,,653,,,,Condo,,Condo,Sold,,,,,,,"$980,000","<a href=""http://a836-acris.nyc.gov/DS/DocumentSearch/DocumentDetail?doc_id=2020021101394003"" target=""_blank"">Public Record Only</a>",02/07/2020,,,10023,,,"Roof Deck
Common Roof Deck",1922,Full-Time Doorman,92,,,
"900 Park Ave, Unit 25E",Park 900,Upper East Side,Manhattan,"$3,350,000","$2,577",5,2,3,2.5,2,1,"1,300","$2,702","$4,861","$2,159",Condo,,Condo,Sold,160,02/11/2020,05/03/2019,"$3,695,000","$3,695,000",10/17/2019,"$3,350,000","<a href=""http://a836-acris.nyc.gov/DS/DocumentSearch/DocumentDetail?doc_id=2020020400208001"" target=""_blank"">Verified by Public Record</a>",01/29/2020,,,10075,,,,1973,"Doorman, Full-Time Doorman, Concierge",124,,,
"300 E 93rd St, Unit 21C",300 E 93rd St,Upper East Side,Manhattan,"$570,000","$1,284",3,Alcove,1,1,1,,444,$588,"$1,291",$703,Condo,,Condo,Sold,54,02/07/2020,08/02/2019,"$595,000","$595,000",09/25/2019,"$570,000","<a href=""http://a836-acris.nyc.gov/DS/DocumentSearch/DocumentDetail?doc_id=2020012900272002"" target=""_blank"">Verified by Public Record</a>",01/22/2020,,,10128,,,"Common Roof Deck
Common Garden
Common Outdoor Space",1987,"Doorman, Full-Time Doorman, Concierge",221,,,
"35 E 30th St, Unit 2D",35 E 30th St,NoMad,Manhattan,"$335,000",,3,Studio,,1,,,,$849,$849,,Co-op,,Co-op,Sold,56,12/28/2019,10/05/2019,"$330,000","$330,000",11/30/2019,"$335,000","<a href=""http://a836-acris.nyc.gov/DS/DocumentSearch/DocumentDetail?doc_id=2020012301282001"" target=""_blank"">Verified by Public Record</a>",01/16/2020,,,10016,,,,1906,,43,,,
"330 3rd Ave, Unit 6GH",330 3rd Ave,Kips Bay,Manhattan,"$1,750,000",,,,,,,,,,,,Co-op,,Co-op,Sold,,,,,,,"$1,750,000","<a href=""http://a836-acris.nyc.gov/DS/DocumentSearch/DocumentDetail?doc_id=2020021201313001"" target=""_blank"">Public Record Only</a>",02/12/2020,,,10010,,,Common Roof Deck,1964,Full-Time Doorman,206,,,
"205 W End Ave, Unit 16S",Lincoln Towers,Upper West Side,Manhattan,"$515,000",$896,3,Alcove,1,1,1,,575,"$1,042","$1,042",,Co-op,,Co-op,Sold,31,02/03/2020,09/03/2019,"$529,000","$529,000",10/04/2019,"$515,000","<a href=""http://a836-acris.nyc.gov/DS/DocumentSearch/DocumentDetail?doc_id=2020012701188001"" target=""_blank"">Verified by Public Record</a>",01/23/2020,,,10023,,,"Common Garden
Common Outdoor Space
Private Outdoor Space",1962,"Doorman, Full-Time Doorman",543,,,
"15 W 61st St, Unit 6N",The Park Loggia,Upper West Side,Manhattan,"$2,260,000","$2,247",3,1,2,1.5,1,1,"1,006","$1,034","$2,029",$995,Condo,,Condo,Sold,266,03/20/2020,05/20/2019,"$2,260,000","$2,260,000",,"$2,260,000","<a href=""http://a836-acris.nyc.gov/DS/DocumentSearch/DocumentDetail?doc_id=2020021300574001"" target=""_blank"">Verified by Public Record</a>",02/10/2020,,,10023,,,"Roof Deck
Common Roof Deck
Common Garden
Common Outdoor Space",2019,"Doorman, Full-Time Doorman",172,,,
"200 E 84th St, Unit 11GH",200 E 84th St,Upper East Side,Manhattan,"$1,937,500",,,,,,,,,,,,Co-op,,Co-op,Sold,,,,,,,"$1,937,500","<a href=""http://a836-acris.nyc.gov/DS/DocumentSearch/DocumentDetail?doc_id=2019121901171001"" target=""_blank"">Public Record Only</a>",01/03/2020,,,10028,,,Common Roof Deck,1961,Full-Time Doorman,126,,,
"200 E 89th St, Unit 38E",The Monarch,Upper East Side,Manhattan,"$999,000","$1,287",3,1,1,1,1,,776,$859,"$1,795",$936,Condo,,Condo,Sold,44,02/18/2020,09/10/2019,"$1,080,000","$1,080,000",10/24/2019,"$999,000","<a href=""http://a836-acris.nyc.gov/DS/DocumentSearch/DocumentDetail?doc_id=2020020300398001"" target=""_blank"">Verified by Public Record</a>",01/22/2020,,,10128,,,"Balcony
Common Roof Deck
Private Outdoor Space",1987,"Doorman, Full-Time Doorman, Concierge",253,,,
"520 E 81st St, Unit 12E",The Salem House,Upper East Side,Manhattan,"$2,150,000","$2,587",,,,,,,831,,,,Condo,,Condo,Sold,,,,,,,"$2,150,000","<a href=""http://a836-acris.nyc.gov/DS/DocumentSearch/DocumentDetail?doc_id=2020013100763005"" target=""_blank"">Public Record Only</a>",01/24/2020,,,10028,,,"Roof Deck
Common Roof Deck",1964,Full-Time Doorman,163,,,
"12-14 E 64th St, Unit 2A/3A",12-14 E 64th St,Upper East Side,Manhattan,"$1,600,000",,,,,,,,,,,,Co-op,,Co-op,Sold,,,,,,,"$1,600,000","<a href=""http://a836-acris.nyc.gov/DS/DocumentSearch/DocumentDetail?doc_id=2020021900626001"" target=""_blank"">Public Record Only</a>",02/10/2020,,,10065,,,,,,,,,
"284 5th Ave, Unit 3E",The Wilbraham,NoMad,Manhattan,"$1,100,000","$1,100",4,2,1,1,,,"1,000","$2,342","$2,342",,Co-op,,Co-op,Sold,173,02/11/2020,01/05/2019,"$1,295,000","$1,100,000",06/27/2019,"$1,100,000",Unverified,01/30/2020,,,10001,,,,1890,,38,,,
"1056 5th Ave, Unit 14E",1056 5th Ave,Upper East Side,Manhattan,"$1,800,000",,,,,,,,,,,,Co-op,,Co-op,Sold,,,,,,,"$1,800,000","<a href=""http://a836-acris.nyc.gov/DS/DocumentSearch/DocumentDetail?doc_id=2020021801161001"" target=""_blank"">Public Record Only</a>",02/04/2020,,,10028,,,,1951,Full-Time Doorman,77,,,
"43 W 61st St, Unit 15D",The Sofia,Upper West Side,Manhattan,"$940,000","$1,093",3,1,,1,,,860,"$1,144","$2,113",$969,Condo,,Condo,Sold,30,01/30/2020,10/09/2019,"$950,000","$950,000",11/08/2019,"$940,000","<a href=""http://a836-acris.nyc.gov/DS/DocumentSearch/DocumentDetail?doc_id=2020011700348001"" target=""_blank"">Verified by Public Record</a>",01/14/2020,,,10023,,,Balcony,1930,"Full-Time Doorman, Concierge",94,,,
"444 E 86th St, Unit 24F",444 E 86th St,Upper East Side,Manhattan,"$1,035,000",$900,4,2,2,2,,,"1,150","$2,083","$2,083",,Co-op,,Co-op,Sold,212,02/07/2020,04/02/2019,"$1,249,000","$1,149,000",10/31/2019,"$1,035,000","<a href=""http://a836-acris.nyc.gov/DS/DocumentSearch/DocumentDetail?doc_id=2020020500305001"" target=""_blank"">Verified by Public Record</a>",01/29/2020,,,10028,,,Common Outdoor Space,1973,"Full-Time Doorman, Concierge",315,,,
"40 E 94th St, Unit 27B",Carnegie Hill Tower,Upper East Side,Manhattan,"$2,450,000",,4,2,2,2,2,,,"$1,260","$2,914","$1,654",Condo,,Condo,Sold,54,02/18/2020,08/24/2019,"$2,695,000","$2,695,000",10/17/2019,"$2,450,000","<a href=""http://a836-acris.nyc.gov/DS/DocumentSearch/DocumentDetail?doc_id=2020021400979001"" target=""_blank"">Verified by Public Record</a>",02/03/2020,,,10128,,,"Roof Deck
Common Roof Deck
Common Garden
Common Outdoor Space",1984,"Doorman, Full-Time Doorman, Part-Time Doorman, Concierge",210,,,
"860 5th Ave, Unit 10C",860 5th Ave,Upper East Side,Manhattan,"$2,700,000",,,,,,,,,,,,Co-op,,Co-op,Sold,,,,,,,"$2,700,000","<a href=""http://a836-acris.nyc.gov/DS/DocumentSearch/DocumentDetail?doc_id=2020012300599001"" target=""_blank"">Public Record Only</a>",01/15/2020,,,10065,,,Common Garden,1950,"Full-Time Doorman, Concierge",157,,,
"43-45 E 30th St, Unit 9A",43-45 E 30th St,NoMad,Manhattan,"$725,000",,3,1,1,1,1,,,$840,"$1,779",$939,Condo,,Condo,Sold,50,02/11/2020,10/03/2019,"$775,000","$725,000",11/22/2019,"$725,000","<a href=""http://a836-acris.nyc.gov/DS/DocumentSearch/DocumentDetail?doc_id=2020020500856001"" target=""_blank"">Verified by Public Record</a>",01/29/2020,,,10016,,,,1922,"Doorman, Full-Time Doorman",40,,,
"15 W 61st St, Unit 6L",The Park Loggia,Upper West Side,Manhattan,"$1,858,721","$2,398",3,1,1,1,1,,775,$797,"$1,564",$767,Condo,,Condo,Sold,233,03/20/2020,06/24/2019,"$1,845,000","$1,845,000",,"$1,858,721","<a href=""http://a836-acris.nyc.gov/DS/DocumentSearch/DocumentDetail?doc_id=2020021400432001"" target=""_blank"">Verified by Public Record</a>",02/12/2020,,,10023,,,"Roof Deck
Common Roof Deck
Common Garden
Common Outdoor Space",2019,"Doorman, Full-Time Doorman",172,,,
"180 W End Ave, Unit 4D",Lincoln Towers,Upper West Side,Manhattan,"$1,690,000",,,,,,,,,,,,Co-op,,Co-op,Sold,,,,,,,"$1,690,000","<a href=""http://a836-acris.nyc.gov/DS/DocumentSearch/DocumentDetail?doc_id=2020020700688001"" target=""_blank"">Public Record Only</a>",02/05/2020,,,10023,,,Common Garden,1965,"Full-Time Doorman, Concierge",452,,,
15 E 90th St,The Emily Trevor Townhouse,Upper East Side,Manhattan,"$14,300,000","$1,175",15,5,6,5.5,5,1,"12,173",,"$11,187","$11,187",House/Building,Single Family,Townhouse/Single Family,Sold,852,01/21/2020,08/03/2017,"$23,500,000","$16,500,000",12/03/2019,"$14,300,000","<a href=""http://a836-acris.nyc.gov/DS/DocumentSearch/DocumentDetail?doc_id=2020012900835003"" target=""_blank"">Verified by Public Record</a>",01/16/2020,,,10128,25.5' x 84',"2,567 SF / 25.5' x 100.67'","Private Terrace
Roof Deck
Common Roof Deck
Common Garden
Common Outdoor Space
Private Outdoor Space",1899,,1,,,
"941 Park Ave, Unit 1011B",941 Park Ave,Upper East Side,Manhattan,"$6,500,000",,,,,,,,,,,,Co-op,,Co-op,Sold,,,,,,,"$6,500,000","<a href=""http://a836-acris.nyc.gov/DS/DocumentSearch/DocumentDetail?doc_id=2020020301281001"" target=""_blank"">Public Record Only</a>",01/31/2020,,,10028,,,,1927,Full-Time Doorman,37,,,
"55 E 93rd St, Unit 1D",55 E 93rd St,Upper East Side,Manhattan,"$735,000",,3,1,1,1,1,,,$449,"$1,001",$552,Condo,,Condo,Sold,158,07/13/2019,01/22/2019,"$797,000","$787,000",,"$735,000","<a href=""http://a836-acris.nyc.gov/DS/DocumentSearch/DocumentDetail?doc_id=2020012900882002"" target=""_blank"">Verified by Public Record</a>",01/24/2020,,,10128,,,,1980,,29,,,
"1182 Broadway, Unit 12B",The Centurian,NoMad,Manhattan,"$1,425,547","$1,413",2,Studio,1,1,1,,"1,009","$2,132","$3,562","$1,430",Condo,,Condo,Sold,208,01/26/2020,03/16/2018,"$2,450,000","$1,825,000",10/10/2018,"$1,425,547","<a href=""http://a836-acris.nyc.gov/DS/DocumentSearch/DocumentDetail?doc_id=2020012000371001"" target=""_blank"">Verified by Public Record</a>",01/16/2020,,,10001,,,"Deck
Roof Deck
Common Roof Deck
Private Outdoor Space",1910,"Full-Time Doorman, Concierge",78,,,
117 Mott St,117 Mott St,Little Italy,Manhattan,"$3,820,000",$351,,,,,,,"10,875",,,,House/Building,Undefined Multi Family/All Multi Family,Multi Family/Townhouse,Sold,,,,,,,"$3,820,000","<a href=""http://a836-acris.nyc.gov/DS/DocumentSearch/DocumentDetail?doc_id=2020020600408001"" target=""_blank"">Public Record Only</a>",02/03/2020,,,10013,24' x 87',"2,424 SF / 24.08' x 100.67'",,1915,,11,,,
"1050 5th Ave, Unit SR01",1050 5th Ave,Upper East Side,Manhattan,"$150,000",,,,,,,,,,,,Co-op,,Co-op,Sold,,,,,,,"$150,000","<a href=""http://a836-acris.nyc.gov/DS/DocumentSearch/DocumentDetail?doc_id=2020010800246001"" target=""_blank"">Public Record Only</a>",01/06/2020,,,10028,,,,1960,Full-Time Doorman,90,,,
15 E 90th St,The Emily Trevor Townhouse,Upper East Side,Manhattan,"$14,300,000",,20,,,,,,,,"$11,187","$11,187",House/Building,Single Family,Townhouse/Single Family,Sold,,11/06/2020,12/16/2019,"$16,500,000","$16,500,000",12/16/2019,"$14,300,000","<a href=""http://a836-acris.nyc.gov/DS/DocumentSearch/DocumentDetail?doc_id=2020012900835003"" target=""_blank"">Verified by Public Record</a>",01/16/2020,,,10128,25.5' x 84',"2,567 SF / 25.5' x 100.67'","Roof Deck
Common Roof Deck
Common Garden
Common Outdoor Space",1899,,1,,,
